"","X","B","C","D","E","X.Seq","F","X.TMS","G","X.interior","GG","X.exterior","FF","X.nonTMS","H","X.close","HH","X.far"
"208","Q9NPC2",374,6,126,152,40.64171123,74,58.73015873,26,61.9047619047619,48,58.3333333333333,78,31.4516129,26,36.1111111111111,52,29.7142857142857
"209","O15554",427,6,126,237,55.50351288,103,81.74603175,37,88.0952380952381,66,78.5714285714286,134,44.51827243,68,66.6666666666667,66,32.8282828282828
"210","Q9Z258",1237,6,126,706,57.07356508,85,67.46031746,28,66.6666666666667,57,66.6666666666667,621,55.89558956,35,41.6666666666667,586,57.1150097465887
"211","P40309",873,13,273,533,61.05383734,234,85.71428571,79,86.8131868131868,155,84.6153846153846,299,49.83333333,79,71.8181818181818,220,45.213849287169
"212","P24612",768,2,42,425,55.33854167,42,100,14,100,28,100,383,52.75482094,31,75.609756097561,352,51.4619883040936
"213","Q9ZNG6",801,21,441,596,74.40699126,353,80.04535147,116,78.9115646258503,237,80.952380952381,243,67.5,154,68.141592920354,89,66.4179104477612
"214","P60694",97,3,63,97,100,63,100,21,100,42,100,34,100,18,100,16,100
"215","P53320",366,0,0,246,0,0,0,0,NA,0,NA,0,0,0,NA,0,NA
"216","O60721",1099,11,231,498,45.31392175,181,78.35497835,61,79.2207792207792,120,79.2207792207792,317,36.52073733,77,63.1147540983607,240,32.5767690253672
"217","O07553",453,13,273,447,98.67549669,272,99.63369963,90,98.9010989010989,182,99.4505494505495,175,97.22222222,121,96.031746031746,54,100
"218","D5AQY7",284,7,147,218,76.76056338,117,79.59183673,39,79.5918367346939,78,79.5918367346939,101,73.72262774,64,85.3333333333333,37,61.7647058823529
"219","O95436",690,12,252,578,83.76811594,252,100,84,100,168,100,326,74.42922374,127,96.2121212121212,199,65.3721682847896
"220","Q9U539",585,12,252,455,77.77777778,246,97.61904762,83,98.8095238095238,163,98.2142857142857,209,62.76276276,111,95.6896551724138,98,44.9074074074074
"221","Q9LQU4",152,2,42,109,71.71052632,28,66.66666667,7,50,21,71.4285714285714,81,73.63636364,22,84.6153846153846,59,69.8795180722892
"222","Q02094",409,12,252,395,96.57701711,252,100,84,100,168,100,143,91.08280255,98,96.078431372549,45,82.4561403508772
"223","P55016",1095,13,273,856,78.17351598,252,92.30769231,84,92.3076923076923,168,92.3076923076923,604,73.47931873,132,77.1929824561403,472,72.5880551301684
"224","Q4U2R8",563,11,231,460,81.70515098,230,99.56709957,77,100,153,100,230,69.27710843,110,95.6521739130435,120,55.0925925925926
"225","Q7T384",623,13,273,427,68.53932584,228,83.51648352,74,81.3186813186813,154,84.0659340659341,199,56.85714286,120,72.289156626506,79,43.1693989071038
"226","O08562",1984,22,462,1715,86.44153226,458,99.13419913,154,100,304,99.025974025974,1257,82.58869908,295,92.7672955974843,962,79.9170124481328
"227","Q9WU39",655,2,42,491,74.96183206,40,95.23809524,14,100,26,96.4285714285714,451,73.5725938,31,73.8095238095238,420,73.6842105263158
"228","P26432",832,13,273,457,54.92788462,229,83.88278388,81,89.010989010989,148,82.4175824175824,228,40.78711986,69,61.0619469026549,159,35.7941834451902
"229","P60881",206,0,0,182,0,0,0,0,NA,0,NA,0,0,0,NA,0,NA
"230","P12685",1235,8,168,612,49.55465587,156,92.85714286,53,94.6428571428571,103,91.9642857142857,456,42.7366448,122,79.2207792207792,334,36.5131578947368
"231","Q99385",411,12,252,322,78.34549878,224,88.88888889,79,94.047619047619,145,88.0952380952381,98,61.63522013,71,73.9583333333333,27,46.969696969697
"232","Q9CWU2",622,6,126,339,54.50160772,71,56.34920635,21,50,50,57.1428571428571,268,54.03225806,47,63.5135135135135,221,52.2565320665083
"233","Q9EYX5",327,2,42,327,100,42,100,14,100,28,100,285,100,20,100,265,100
"234","P05030",918,10,210,750,81.69934641,175,83.33333333,61,87.1428571428571,114,82.8571428571429,575,81.21468927,86,76.7857142857143,489,82.2147651006711
"235","P32563",840,7,147,694,82.61904762,126,85.71428571,42,85.7142857142857,84,84.6938775510204,568,81.96248196,99,87.6106194690266,469,80.8290155440414
"236","P50518",226,0,0,176,0,0,0,0,NA,0,NA,0,0,0,NA,0,NA
"237","P10566",314,0,0,247,0,0,0,0,NA,0,NA,0,0,0,NA,0,NA
"238","Q9NP58",842,11,231,635,75.41567696,149,64.5021645,48,62.3376623376623,101,65.5844155844156,486,79.54173486,98,63.2258064516129,388,85.0549450549451
"239","Q16515",512,1,21,380,74.21875,21,100,7,100,14,100,359,73.11608961,9,81.8181818181818,350,72.8601252609603
"240","Q38898",802,6,126,444,55.36159601,125,99.20634921,42,100,83,98.8095238095238,319,47.18934911,60,68.1818181818182,259,43.9522998296422
"241","P65593",326,1,21,174,53.37423313,5,23.80952381,0,0,5,28.5714285714286,169,55.40983607,0,0,169,57.1428571428571
"242","Q12359",275,6,126,187,68,126,100,42,100,84,100,61,40.93959732,40,81.6326530612245,21,21
"243","P56385",69,0,0,43,0,0,0,0,NA,0,NA,0,0,0,NA,0,NA
"244","P61829",76,2,42,75,98.68421053,42,100,14,100,28,100,33,97.05882353,22,100,11,92.8571428571429
"245","P0A6E6",139,0,0,139,0,0,0,0,NA,0,NA,0,0,0,NA,0,NA
"246","Q12233",115,0,0,96,0,0,0,0,NA,0,NA,0,0,0,NA,0,NA
"247","P97445",2368,20,420,1884,79.56081081,409,97.38095238,139,99.2857142857143,270,96.7857142857143,1475,75.71868583,294,91.875,1181,72.5935009196812
"248","Q15878",2313,24,504,1859,80.3718115,494,98.01587302,168,100,326,97.9166666666667,1365,75.45605307,309,89.8255813953488,1056,72.0408163265306
"249","Q08289",660,4,38,402,60.90909091,12,31.57894737,5,31.25,7,31.8181818181818,390,62.70096463,34,44.7368421052632,356,65.1459854014598
"250","D5AUZ9",222,7,147,216,97.2972973,147,100,49,100,98,100,69,92,50,100,19,80
"251","P31801",366,11,231,331,90.43715847,227,98.26839827,75,97.4025974025974,152,98.0519480519481,104,77.03703704,77,82.7956989247312,27,65.9090909090909
"252","O15431",190,3,63,10,5.263157895,0,0,0,0,0,0,10,7.874015748,1,2.5,9,10.2272727272727
"253","P38865",189,3,63,104,55.02645503,60,95.23809524,21,100,39,95.2380952380952,44,34.92063492,24,60,20,25.2873563218391
"254","Q80W99",395,5,105,313,79.24050633,104,99.04761905,35,100,69,100,209,72.06896552,73,92.4050632911392,136,64.2857142857143
"255","P33650",773,8,168,495,64.03622251,118,70.23809524,47,83.9285714285714,71,66.0714285714286,377,62.31404959,61,50.8333333333333,316,65.0826446280992
"256","P05316",633,12,252,493,77.88309637,252,100,84,100,168,100,241,63.25459318,153,93.2926829268293,88,40.7407407407407
"257","Q9UL51",889,4,84,532,59.84251969,78,92.85714286,28,100,50,89.2857142857143,454,56.39751553,53,77.9411764705882,401,54.3478260869565
"258","Q96D96",273,4,84,242,88.64468864,83,98.80952381,28,100,55,100,159,84.12698413,36,85.7142857142857,123,83.5616438356164
"259","P48048",391,2,42,349,89.25831202,42,100,14,100,28,100,307,87.96561605,42,100,265,86.2745098039216
"260","P63393",579,6,126,541,93.43696028,119,94.44444444,42,100,77,91.6666666666667,422,93.15673289,67,93.0555555555556,355,93.1937172774869
